Reporting date,Company Name,ABN,Segment,Sub-segment,Restriction on authorisation,Gross written premium,Gross earned premium,"Of which:Fire service levy",Outwards reinsurance expense,Net earned premium,Gross incurred claims,"Of which:Paid claims","Of which:Movement in outstanding claims liabilities",Reinsurance recoveries revenue,Non-reinsurance recoveries revenue,Net incurred claims,Of which: Current period net claims expense,Of which: Non-recurring items that are part of net claims,Acquisition costs (excluding LAT),Results of liability adequacy tests,Levies and charges,Commission revenue,Commission expense,Other underwriting expenses,Total underwriting expenses,Underwriting result,Investment income on assets backing insurance liabilities,Investment expenses on assets backing insurance liabilities,Insurance result,Investment income on shareholders funds,Other operating expenses,Other operating income,Income tax expense from continuing operations,Other profit and loss items,Net profit/loss after tax
31/03/2018,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,3,3,0,1,2,1,2,-1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,2,0,0,0,0
31/03/2018,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31/03/2018,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31/03/2018,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0
31/03/2018,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,30,31,0,0,31,9,8,1,0,1,8,9,-1,0,0,0,0,18,0,18,5,0,0,5,0,7,1,0,0,0
31/03/2018,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,33,48,2,23,25,28,10,18,6,0,21,17,5,0,-1,2,2,0,0,-1,5,1,0,6,0,10,2,1,0,-3
31/03/2018,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0
31/03/2018,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1
31/03/2018,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,32,28,0,10,18,34,23,12,10,0,25,4,20,3,-3,0,0,0,5,6,-13,6,0,-7,1,0,0,-2,0,-3
31/03/2018,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,112,83,0,16,67,41,47,-6,0,3,38,0,38,9,0,0,0,0,14,23,6,7,0,13,1,3,0,3,0,8
31/03/2018,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,0,8,-8,0,0,-1,0,-1,0,0,0,0,0,0,0,1,1,0,1,-1,1,0,0,0,0
31/03/2018,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,8,37,1,30,7,19,62,-44,17,3,-1,-1,0,0,0,1,11,13,0,3,5,0,0,5,0,3,0,1,0,1
31/03/2018,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,31,45,1,4,41,24,19,5,4,2,18,26,-8,4,0,0,1,3,0,6,16,1,0,17,0,12,0,1,0,3
31/03/2018,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,14,14,0,0,14,4,4,0,0,0,3,3,0,0,0,0,0,3,0,3,8,1,0,9,0,4,0,1,0,4
31/03/2018,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,368,119,0,17,101,84,59,26,-10,0,94,155,-61,0,0,0,2,22,0,20,-13,8,0,-5,2,5,0,-3,0,-6
31/03/2018,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,28,31,1,19,12,61,10,51,56,0,4,5,-1,2,0,1,4,1,1,1,7,0,0,7,0,1,0,2,0,4
31/03/2018,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,9,20,0,6,14,11,5,6,3,0,8,22,-14,0,0,1,2,0,3,2,3,0,0,3,0,1,0,1,0,2
31/03/2018,HSB Engineering Insurance Limited,24076158962,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"1,888","2,047",41,"1,464",582,"1,640","1,381",260,"1,116",124,400,407,-7,96,0,16,215,154,141,193,-10,33,0,23,-4,115,86,2,0,-12
31/03/2018,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,841,826,33,59,767,582,595,-14,-2,62,522,523,-1,75,0,36,0,26,8,144,101,8,0,109,-4,1,0,31,0,73
31/03/2018,International Insurance Company of Hannover SE,58129395544,Direct insurer,Commercial lines insurers,,26,24,0,21,3,18,9,10,16,0,2,0,2,0,0,0,6,5,0,-1,1,0,0,1,0,1,0,0,0,1
31/03/2018,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,0,18,0,2,16,13,7,6,0,0,13,12,1,0,0,0,0,0,0,0,3,1,0,4,0,3,0,0,0,1
31/03/2018,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,46,75,1,36,39,50,50,0,16,0,34,28,6,1,0,1,7,7,0,0,5,5,0,10,2,18,2,-1,0,-3
31/03/2018,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,0,16,0,1,15,15,10,5,1,3,11,10,1,0,0,0,0,0,1,1,3,0,0,3,0,6,0,-1,0,-1
31/03/2018,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,1,13,0,2,11,13,13,-1,1,3,9,10,-1,0,0,0,0,0,0,0,2,1,0,2,0,5,0,0,0,-1
31/03/2018,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/03/2018,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,10,0,5,5,9,8,1,4,1,4,7,-3,0,0,0,1,0,0,-1,1,0,0,1,1,1,0,0,0,1
31/03/2018,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,20,20,0,12,8,8,11,-3,4,1,4,5,-1,0,0,0,4,5,0,1,3,0,0,3,1,3,0,0,0,2
31/03/2018,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,803,376,0,62,314,256,111,146,17,0,239,240,-1,0,0,0,0,66,3,70,5,17,0,21,8,9,0,0,0,20
31/03/2018,North Insurances Pty. Ltd.,21050197110,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,7,9,0,0,9,2,2,0,0,0,2,2,0,2,0,0,0,0,0,2,5,1,0,6,0,7,14,4,0,9
31/03/2018,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,21,21,0,0,21,14,14,0,0,2,12,12,0,2,0,0,0,0,0,2,8,0,0,8,0,0,0,2,0,5
31/03/2018,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,165","1,239",16,165,"1,074",908,826,82,42,126,741,770,-29,106,-14,20,0,188,29,330,3,28,0,31,11,6,14,16,0,34
31/03/2018,QBE Insurance (International) Pty Ltd,11000000948,Direct insurer,Direct insurers from large groups,,31,15,0,7,8,7,8,0,2,0,5,5,0,-1,0,0,0,2,2,3,1,0,0,1,1,0,0,0,0,2
31/03/2018,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,56,73,0,26,47,20,11,9,10,1,9,10,0,9,0,0,7,1,0,3,34,4,0,38,6,7,0,11,0,26
31/03/2018,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,68,60,0,8,51,47,59,-12,3,8,37,36,1,2,0,0,0,6,0,9,6,0,0,6,1,1,0,2,0,4
31/03/2018,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,134,119,0,10,109,92,83,9,2,11,80,80,0,11,0,0,0,0,0,11,18,1,0,19,1,11,0,3,0,6
31/03/2018,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,218,204,0,22,182,168,137,31,0,16,153,146,7,20,0,0,0,0,25,45,-17,5,0,-12,3,1,0,-3,0,-7
31/03/2018,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,24,22,0,2,20,13,11,2,0,1,12,11,0,3,0,0,0,3,0,5,3,0,0,4,0,0,0,1,0,3
31/03/2018,RealCover Insurances Pty Limited,72103975355,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,27,22,0,7,15,16,18,-2,-1,0,16,13,3,0,0,0,0,4,0,4,-6,1,0,-4,0,2,0,-2,0,-4
31/03/2018,Sirius International Insurance Corporation,26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,Sompo Japan Nipponkoa Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,5,5,0,2,3,6,3,2,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
31/03/2018,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,4,3,0,0,2,1,2,-1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31/03/2018,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2018,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
31/03/2018,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,-1,15,0,0,14,-4,8,-12,-2,0,-2,-5,3,1,0,0,0,0,0,1,15,1,0,16,1,5,0,0,0,13
31/03/2018,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,2,2,0,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31/03/2018,Sunderland Marine Insurance Company Limited,89007508401,Direct insurer,Commercial lines insurers,,5,4,0,3,2,5,4,1,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
31/03/2018,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,27,50,1,19,31,34,23,11,19,-10,24,18,7,2,0,1,0,5,0,7,0,1,0,0,0,4,1,-1,0,-2
31/03/2018,Swiss Reinsurance Company Ltd,43007479941,Reinsurer,Reinsurer,,396,345,0,142,202,86,131,-45,-23,0,109,71,38,2,0,0,0,70,0,72,21,2,0,23,4,28,21,6,0,14
31/03/2018,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,265,210,3,76,134,147,125,22,54,13,81,82,-1,16,0,3,24,39,2,36,18,1,0,19,1,20,0,0,0,0
31/03/2018,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,2,3,0,2,2,1,2,-1,2,0,0,1,-2,0,-1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3
31/03/2018,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,37,32,1,13,19,62,15,47,50,0,12,11,1,3,3,1,2,5,0,10,-3,0,0,-3,0,2,0,0,0,-4
31/03/2018,Tokio Millennium Re AG,12146546661,Reinsurer,Reinsurer,,11,13,0,5,8,4,6,-2,0,0,4,4,0,0,0,0,0,3,0,2,2,1,0,3,1,1,0,1,0,2
31/03/2018,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,6,10,0,2,9,15,7,7,3,0,12,8,4,0,0,0,0,2,0,2,-5,1,0,-4,1,1,0,-1,0,-3
31/03/2018,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,1,2,0,2,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31/03/2018,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,10,10,0,0,10,6,6,-1,0,0,6,7,-1,0,1,0,0,2,0,3,2,0,0,2,0,3,0,0,0,-1
31/03/2018,Westpac General Insurance Limited,99003719319,Direct insurer,Personal lines insurers,,127,131,4,11,120,79,59,20,8,2,69,67,2,11,0,5,0,16,8,40,11,1,0,12,0,0,2,4,0,10
31/03/2018,Westpac Lenders Mortgage Insurance Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,40,38,0,34,4,8,6,1,3,0,4,3,1,2,0,0,11,0,1,-8,8,0,0,8,1,1,0,2,0,5
31/03/2018,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,40,57,0,44,13,61,40,21,47,0,14,14,1,10,0,0,11,0,0,0,-1,2,0,1,1,6,0,-5,0,0
31/03/2018,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,161,162,2,12,150,89,104,-15,-1,16,74,75,-1,17,0,2,0,0,0,18,57,2,0,60,1,26,2,11,0,25
31/03/2018,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,232,277,4,62,215,190,182,9,51,19,120,129,-9,1,-3,4,7,69,33,97,-3,3,0,0,1,0,3,0,0,4
31/12/2017,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"1,950","2,045",30,230,"1,815","1,658","1,533",126,54,152,"1,452","1,566",-114,173,0,36,28,94,106,381,-18,89,0,70,44,79,40,22,0,53
31/12/2017,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,2,10,0,6,4,10,6,4,6,0,3,3,0,0,0,0,1,0,0,-1,2,0,0,2,0,4,0,0,0,-2
31/12/2017,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,247,175,3,96,79,162,116,46,112,2,48,46,2,7,0,4,23,25,3,15,16,9,0,25,6,12,1,5,0,14
31/12/2017,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,44,49,0,4,45,59,49,9,12,14,33,33,0,0,-2,0,0,10,0,9,3,1,0,3,0,6,0,1,0,-3
31/12/2017,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,2,0,0,2,0,1,0,0,0,0,-1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
31/12/2017,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,092","1,222",35,164,"1,058","1,070",830,240,364,76,629,838,-208,98,-6,35,24,183,8,294,134,49,3,180,25,87,95,62,0,151
31/12/2017,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,12,5,0,3,2,5,0,5,0,0,5,3,1,0,0,0,1,1,0,0,-2,0,0,-2,0,1,0,0,0,-4
31/12/2017,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,27,24,1,14,10,-3,10,-13,-6,-2,4,12,-8,2,0,1,3,3,0,3,3,1,0,5,0,2,0,1,0,1
31/12/2017,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,46,43,0,17,26,14,5,9,7,0,7,6,1,0,0,0,4,0,0,-4,24,2,1,24,4,1,0,8,0,19
31/12/2017,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,10,11,0,9,2,-4,7,-12,-3,0,-1,0,-1,0,0,0,2,4,0,2,2,0,0,2,1,1,0,1,0,1
31/12/2017,AssetInsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,18,10,0,3,7,-2,3,-4,-2,1,-1,1,-2,0,0,0,2,6,0,4,4,1,0,5,0,6,5,1,0,3
31/12/2017,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,15,14,0,11,4,6,5,0,3,1,2,4,-2,2,0,0,5,0,0,-3,5,0,0,5,0,4,1,1,0,2
31/12/2017,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,159,157,4,8,150,124,98,26,5,25,95,99,-4,0,0,4,0,41,0,45,10,2,0,12,0,9,0,1,0,2
31/12/2017,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,83,58,0,2,56,52,42,10,4,15,33,49,-16,5,0,3,0,0,0,8,16,3,0,19,7,17,9,3,0,14
31/12/2017,AXA Corporate Solutions Assurance,95138904284,Direct insurer,Commercial lines insurers,,11,12,1,6,6,2,5,-3,2,0,1,4,-3,0,1,1,1,0,0,1,4,2,0,6,2,1,0,2,0,5
31/12/2017,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
31/12/2017,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,32,40,0,6,34,5,19,-14,2,0,4,49,-45,0,0,0,0,7,0,7,23,3,0,26,1,-1,-4,7,0,17
31/12/2017,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,59,32,1,20,13,39,9,30,30,0,8,8,0,0,0,1,4,2,0,-1,6,0,0,6,0,4,0,2,0,0
31/12/2017,BHP Billiton Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,4,4,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,2,0,6
31/12/2017,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2017,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,58,55,2,20,36,32,39,-6,7,0,25,32,-7,0,0,2,3,0,11,10,0,21,0,21,14,4,0,0,0,31
31/12/2017,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,278,266,3,109,157,102,186,-83,1,5,96,101,-5,11,0,5,18,40,22,59,2,22,1,24,8,2,1,10,0,21
31/12/2017,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,32,39,0,39,0,-13,20,-33,-14,1,0,0,0,1,0,0,5,2,1,-1,1,0,0,1,0,0,0,0,0,1
31/12/2017,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,197,195,2,18,176,152,123,29,1,9,142,139,3,4,0,2,0,15,7,28,7,1,0,8,2,1,0,3,0,6
31/12/2017,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2017,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,4,3,0,2,1,0,2,-2,-2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,-2
31/12/2017,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2017,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31/12/2017,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31/12/2017,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59,-2,0,1
31/12/2017,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,31,32,0,0,31,9,8,1,0,1,8,7,1,0,0,0,0,19,0,19,5,0,0,5,0,6,1,0,0,0
31/12/2017,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,55,47,2,22,26,29,15,14,5,0,24,38,-14,1,-5,3,2,0,0,-4,5,1,0,6,0,9,5,1,0,1
31/12/2017,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,2,2,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1
31/12/2017,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,-6,-3,-3,-2,0,-4,2,-6,0,0,0,0,0,0,0,4,0,0,4,0,0,-1,1,0,3
31/12/2017,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,20,25,0,11,14,-14,20,-34,-8,0,-5,36,-41,1,-3,0,0,0,1,-1,20,3,0,23,1,0,0,7,0,16
31/12/2017,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2017,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,98,76,0,17,59,33,53,-20,0,1,31,31,0,9,0,0,0,0,15,24,4,8,0,12,30,3,0,11,0,28
31/12/2017,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,6,1,4,1,1,4,0,4,0,0,0,0,0,0,0,-4,0,0,-3,1,1,0,-1,0,-2
31/12/2017,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,28,64,-1,51,13,33,58,-25,30,3,0,-1,1,0,-3,-1,25,32,0,3,10,0,0,11,0,3,0,2,0,6
31/12/2017,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,30,46,1,4,42,24,24,0,0,2,22,31,-9,4,0,0,1,3,0,6,14,2,0,15,2,11,0,2,0,5
31/12/2017,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,15,15,0,0,15,4,4,1,0,0,4,4,0,0,0,0,0,3,0,3,8,1,0,9,0,5,0,0,0,4
31/12/2017,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,65,71,0,10,60,33,58,-26,8,0,24,36,-12,0,0,0,0,17,0,17,19,7,0,26,7,3,0,8,0,22
31/12/2017,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,38,27,1,17,10,41,10,31,34,0,7,24,-17,2,0,1,3,1,1,1,2,0,0,2,0,2,0,0,0,0
31/12/2017,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,11,15,0,5,11,11,6,5,3,0,8,1,7,0,0,1,1,1,2,2,0,2,0,2,0,1,0,0,0,1
31/12/2017,HSB Engineering Insurance Limited,24076158962,Direct insurer,Commercial lines insurers,,0,0,0,0,0,-2,1,-3,0,0,-2,0,-2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2
31/12/2017,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"1,912","2,174",59,"1,283",891,"1,332","1,494",-162,935,131,266,493,-227,95,0,24,142,163,133,272,353,56,0,409,49,103,87,129,0,312
31/12/2017,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,825,825,38,61,764,788,594,194,4,94,690,678,12,73,0,43,0,27,4,147,-72,10,0,-63,20,0,-1,-14,0,-29
31/12/2017,International Insurance Company of Hannover SE,58129395544,Direct insurer,Commercial lines insurers,,17,22,0,20,2,17,7,9,16,0,1,3,-3,0,0,0,9,6,2,-1,3,0,0,3,0,0,0,1,0,2
31/12/2017,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,0,19,0,2,17,5,12,-7,-2,0,7,14,-7,0,0,0,0,0,0,0,10,1,0,11,1,3,0,3,0,6
31/12/2017,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2017,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,109,75,0,36,39,67,46,21,26,6,35,27,8,-2,12,1,8,7,0,9,-6,8,0,2,2,23,2,-5,0,-12
31/12/2017,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,0,16,0,1,15,9,8,1,-5,3,11,11,0,0,0,0,0,0,1,1,3,2,0,6,3,6,0,0,0,2
31/12/2017,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,1,13,0,2,11,13,5,9,1,3,9,10,-1,0,0,0,0,0,0,0,2,1,0,3,2,4,0,0,0,1
31/12/2017,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/12/2017,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,10,0,5,5,27,13,15,12,6,9,8,1,0,0,0,1,0,0,-1,-3,1,0,-3,1,1,0,-1,0,-2
31/12/2017,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,14,17,0,10,6,12,15,-2,6,1,6,6,1,0,0,0,3,4,0,1,-1,0,0,-1,1,2,0,0,0,-3
31/12/2017,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,111,202,0,66,136,22,88,-66,-48,0,70,102,-32,0,4,0,0,43,0,46,20,15,0,35,13,12,0,5,0,31
